apartment_id,price_usd,total_area,living_area,kitchen_area,floor,floors_count,rooms_count,district,wall_type,latitude,longitude
34141485,120000,68.0,35.8,11.0,2,4,1,Голосеевский,кирпич,50.44149953,30.51957763
34141534,105000,51.0,26.9,15.0,19,23,1,Соломянка,кирпич,50.4283303,30.47787324
34141466,60000,50.0,26.3,11.0,16,16,1,Приорка,монолитно-каркасный,50.51165956,30.45578993
34141517,155000,50.0,25.0,10.0,8,8,2,Старый Киев,кирпич,50.44878932,30.51927487
34141526,69500,69.0,44.0,9.0,9,16,3,Виноградарь,кирпич,50.51399207,30.4240441
34141522,72500,47.9,30.4,6.0,5,5,2,Александровская Слободка,кирпич,50.42327336,30.47825174
34141515,148999,38.0,15.0,11.0,5,16,1,Нивки,,50.4684812,30.40085694
34141446,160000,85.0,34.4,40.0,2,10,3,Черепанова гора,кирпич,50.42886329,30.52288759
34141510,79900,50.0,29.0,7.0,5,5,2,Подол,кирпич,50.47261496,30.51448351
34141448,140000,73.0,37.0,13.0,9,19,2,Саперная Слободка,кирпич,50.39713469,30.53049969
34141479,127000,50.0,21.0,18.0,1,7,1,Липки,кирпич,50.44943066,30.5299076
34141503,79990,33.0,10.0,23.0,6,16,1,Чоколовка,керамический блок,50.41452807,30.45603087
34118119,110000,67.0,35.0,10.0,17,25,2,Воскресенка,монолитно-каркасный,50.468808,30.60308256
34130293,105000,51.0,15.5,20.0,8,16,1,Святошино,монолитно-каркасный,50.44716896,30.3822923
34249268,126900,41.0,21.6,19.0,19,26,1,Подольский,газоблок,50.50640127,30.4091167
34248428,600000,127.0,60.0,20.0,14,19,3,Шевченковский,керамический блок,50.45200542,30.50365904
32432435,58050,40.0,21.1,7.4,20,24,1,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432458,89354,71.0,37.4,13.1,22,24,3,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432376,96599,71.0,37.4,13.1,14,24,3,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432365,90964,71.0,37.4,13.1,14,24,3,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432285,81633,60.0,31.6,11.1,6,24,2,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432293,57483,39.0,20.5,7.2,7,24,1,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432280,57483,39.0,20.5,7.2,6,24,1,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432286,58367,39.0,20.5,7.2,6,24,1,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432290,94184,71.0,37.4,13.1,7,24,3,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432291,56871,38.0,20.0,7.0,7,24,1,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432256,94184,71.0,37.4,13.1,4,24,3,Позняки,монолитно-каркасный,50.4183823,30.62066016
32432266,94184,71.0,37.4,13.1,5,24,3,Позняки,монолитно-каркасный,50.4183823,30.62066016
34249249,75000,81.85,42.65,12.2,9,24,3,Теремки-2,монолитно-каркасный,50.3790032,30.46627087
34249248,59500,34.13,18.0,10.57,10,25,1,Дарницкий,монолит,50.39336431,30.60472881
34118449,79000,103.0,68.0,7.0,1,9,5,Троещина,керамзитобетон,50.50304941,30.58531451
34249195,179000,64.2,41.4,6.6,9,15,2,Саперное Поле,кирпич,50.41954741,30.53223412
34249205,132000,65.0,32.0,13.0,9,24,2,Шевченковский,кирпич,50.45258168,30.47361911
34249193,59500,43.0,29.0,7.0,5,9,2,Русановка,кирпич,50.44473082,30.59172176
34249184,68000,36.8,16.7,5.5,24,25,1,Голосеев,керамический блок,50.39141283,30.48608648
34249168,75000,50.0,26.3,9.0,26,26,2,Минский Массив,монолитно-каркасный,50.52685815,30.45709633
33741690,82000,63.4,45.0,6.4,9,9,3,Чоколовка,кирпич,50.42483478,30.45814814
33949400,53926,38.05,20.0,7.0,1,16,1,Феофания,монолитно-каркасный,50.3518168,30.48329476
33949428,138150,101.54,53.5,18.8,1,16,3,Феофания,монолитно-каркасный,50.3518168,30.48329476
33949409,60060,42.72,22.5,7.9,1,16,1,Феофания,монолитно-каркасный,50.3518168,30.48329476
33949407,56953,40.51,21.3,7.5,1,16,1,Феофания,монолитно-каркасный,50.3518168,30.48329476
33949414,59498,42.32,22.3,7.8,1,16,1,Феофания,монолитно-каркасный,50.3518168,30.48329476
34244343,77000,48.3,20.0,11.0,9,20,1,Святошино,кирпич,50.45248893,30.38731117
34249047,120000,90.3,46.5,14.1,10,16,3,Шевченковский,,50.48402263,30.45194906
34249028,240000,181.0,127.1,17.2,28,29,4,Позняки,кирпич,50.40751665,30.63512934
34249001,79000,78.0,45.82,13.0,19,25,2,Оболонский,панель,50.49697794,30.46727607
34248993,49499,39.3,17.0,11.3,14,27,1,Багриновая гора,газоблок,50.38861098,30.5482864
34248862,145000,82.6,43.5,19.7,11,23,2,Татарка,газоблок,50.4636246,30.50351879
34248991,98000,62.0,22.0,21.0,5,24,1,Беличи,кирпич,50.45843256,30.3524744
34248979,85000,68.0,41.9,9.2,3,10,3,Мостицкий Массив,панель,50.5023541,30.44946538
33941007,105000,101.0,56.2,17.2,9,22,2,Троещина,панель,50.50062232,30.57900609
34248885,44000,43.5,29.2,5.5,1,5,2,Дарницкий,кирпич,50.42858048,30.6475573
34243648,54000,27.6,13.0,5.2,9,9,1,Оболонь,кирпич,50.51730326,30.50306121
34243642,375000,134.8,86.5,13.3,7,26,4,Оболонь,монолитно-кирпичный,50.51360359,30.50029544
34243560,100000,67.8,45.1,6.8,1,4,3,Первомайский Массив,кирпич,50.43225017,30.45880293
34248799,45500,44.0,19.0,8.0,2,10,1,Троещина,панель,50.53251193,30.60044169
34241234,146500,47.4,11.0,20.4,4,9,1,Подольский,кирпич,50.47948787,30.53535058
34248609,50000,60.0,41.0,7.0,9,9,3,Березняки,панель,50.42831605,30.59750679
34248777,83000,44.0,21.0,7.8,4,4,2,Днепровский,панель,50.43297068,30.60369149
34248776,60000,47.7,21.0,11.8,8,8,1,Дарницкий,кирпич,50.42361568,30.64090604
34248782,390000,86.0,60.0,20.0,6,30,2,Новое строение,,50.43501028,30.51219469
34243504,555000,184.2,124.1,34.1,23,25,2,Новое строение,керамический блок,50.4229707,30.51700811
34243484,128000,40.9,10.0,18.3,19,26,1,Подольский,газоблок,50.50640127,30.4091167
34243482,195000,68.5,43.5,11.2,9,15,2,Саперное Поле,кирпич,50.41954741,30.53223412
34248756,90000,41.0,24.0,8.0,2,5,1,Зверинец,кирпич,50.4192974,30.5485524
33166144,95000,66.1,30.4,16.5,4,4,2,Оболонский,керамический блок,50.54220098,30.49422569
34243408,206000,79.5,29.8,25.1,9,23,2,Шулявка,кирпич,50.45406833,30.45184682
34243366,108000,44.1,14.1,18.2,13,18,1,Сырец,кирпич,50.47185932,30.44193443
34243310,57000,53.2,32.4,8.0,1,16,2,,панель,50.47492443,30.62836963
34243294,80000,49.5,18.6,10.5,2,24,1,Харьковский Массив,кирпич,50.40690442,30.67409649
34248698,51000,43.0,22.6,9.0,19,22,1,Троещина,,50.52268427,30.61604372
34248591,250000,56.1,18.5,22.6,17,19,1,Саперное Поле,монолитно-кирпичный,50.41629403,30.52557448
34243292,39500,45.6,30.8,5.6,4,5,2,Отрадный,панель,50.42874568,30.41907811
34243298,100000,51.0,16.3,24.6,6,25,1,Северно-Броварский Масив,кирпич,50.46830076,30.611312
34248645,160000,61.0,32.1,20.0,18,21,2,Голосеев,монолит,50.39421371,30.47291931
34248643,250000,85.0,44.8,21.5,16,16,2,Соцгород,газоблок,50.43255291,30.61771347
34243141,74990,45.9,29.8,7.6,2,5,2,Черная Гора,кирпич,50.40786719,30.55155827
34248631,115000,42.0,17.8,10.3,10,26,1,Оболонь,кирпич,50.50094864,30.49462127
34248618,110000,68.8,40.0,9.6,13,14,3,Новое строение,кирпич,50.4157769,30.52092188
34248627,66000,34.7,14.2,11.0,2,5,1,Теремки-2,кирпич,50.3905448,30.46254667
34248612,595000,185.0,106.0,22.0,17,23,5,Березняки,керамический блок,50.40182566,30.61404883
34248554,680000,130.0,80.0,18.0,11,23,4,Черная Гора,монолит,50.40758516,30.54363562
34248583,100000,93.0,47.0,12.0,15,16,3,Дарницкий,кирпич,50.39330122,30.64749928
34237850,155000,74.3,30.9,24.1,10,26,2,Кудрявец,кирпич,50.46105627,30.49170805
34248569,250000,56.1,18.5,22.6,17,19,1,Саперное Поле,кирпич,50.41629403,30.52557448
33366524,64500,57.0,35.0,6.5,6,9,3,Лесной Массив,панель,50.473503,30.638873
34248348,99000,87.0,55.0,9.0,15,16,4,Теремки-1,панель,50.36193766,30.46433538
34248525,117000,42.7,15.1,16.8,11,26,1,Оболонский,монолитно-каркасный,50.48509,30.53276
34242535,113000,57.6,33.6,7.2,2,4,1,Черепанова гора,кирпич,50.43669239,30.5163576
34248535,46000,31.7,16.7,5.9,4,5,1,Ветряные Горы,кирпич,50.51447761,30.45038864
34242373,103000,57.3,34.7,9.3,1,5,2,Кудрявец,кирпич,50.45395672,30.49419703
34248537,401000,130.0,82.0,37.0,15,19,4,Черная Гора,монолит,50.40710844,30.54388235
34248528,110000,68.8,40.0,9.6,13,14,3,Новое строение,кирпич,50.4157769,30.52092188
34225730,95000,44.2,15.6,10.7,2,24,1,Академгородок,керамический блок,50.4701895,30.362684
34231611,55000,48.0,29.0,7.0,9,9,2,Старая Дарница,,50.44007718,30.64095563
34248507,48000,45.6,30.7,7.8,5,5,2,Днепровский,панель,50.44750207,30.61908938
34093185,79990,103.2,59.4,16.4,1,12,3,Соломенский,монолитно-каркасный,50.44163622662208,30.43884120569186
34248496,129700,65.0,30.0,14.1,7,22,2,Позняки,кирпич,50.40999351,30.61582395
34248471,33000,30.0,15.8,6.0,3,5,1,Нивки,,50.48007775,30.39848828
34248442,260000,190.0,116.0,40.0,7,10,5,Саперное Поле,кирпич,50.42113398,30.52523484
34183390,132000,45.2,35.0,10.0,7,23,1,Соломенский,,50.39158031,30.46698139
23553009,315000,107.0,40.0,40.0,5,17,3,Голосеевский,кирпич,50.43480563,30.50852695
25494472,345500,164.0,106.0,30.0,4,10,4,Оболонский,кирпич,50.5116309,30.50935024
33639664,130000,64.8,30.8,10.0,2,25,2,Сырец,железобетон,50.46554389,30.42982174
31750401,102000,36.6,25.0,11.0,8,27,1,Днепровский,кирпич,50.39387012,30.6526016
24016438,1350000,254.0,120.0,45.0,20,31,5,Печерский,кирпич,50.41982184,30.53335514
34248356,165000,116.6,80.5,9.9,4,16,4,Северно-Броварский Масив,кирпич,50.45802273,30.60909989
24031357,360000,67.0,30.0,17.0,7,25,2,Оболонский,кирпич,50.51360359,30.50029544
34248367,108000,64.1,26.3,17.2,22,26,2,Подольский,кирпич,50.49117884,30.42157245
34226297,129900,85.8,56.6,6.2,22,25,3,Харьковский Массив,кирпич,50.4082652,30.671862
34248258,80000,60.0,35.0,17.0,11,23,1,Проспект Науки,монолитно-каркасный,50.38137081,30.53243424
34244433,35000,29.4,14.8,6.7,4,5,1,Воскресенка,панель,50.47286063,30.60134876
34248310,215000,123.0,54.0,37.0,12,15,3,Мышеловка,кирпич,50.37820284,30.53517941
26178820,240000,192.0,112.0,21.0,16,17,5,Печерский,кирпич,50.42605416,30.53277822
34247544,79000,78.0,41.1,12.0,19,25,2,Подольский,панель,50.49780968,30.46750479
24650638,1400000,308.0,100.0,20.0,5,6,4,Липки,кирпич,50.44144763,30.52590583
34247527,255000,130.0,104.0,15.0,19,19,3,Никольская Слободка,монолитно-кирпичный,50.4624134,30.5889909
24773862,450000,145.0,80.0,35.0,8,8,2,Шевченковский,кирпич,50.4519005,30.4912223
34247491,118000,41.5,13.0,17.8,16,23,1,Подольский,газоблок,50.5024812,30.41012675
24802951,350000,123.0,100.0,23.0,12,25,3,Соломенский,кирпич,50.42982967,30.4843926
33126405,190000,120.0,63.2,20.0,19,23,4,Осокорки,кирпич,50.39221261,30.62645821
34247465,300000,95.0,50.0,17.6,7,26,2,Северно-Броварский Масив,монолитно-кирпичный,50.47008503,30.6111973
34242398,79000,43.1,27.0,6.0,3,9,2,Оболонь,панель,50.49803589,30.50700248
34247463,119500,44.0,12.0,21.0,15,26,1,Чоколовка,монолит,50.42299317,30.4564079
34106855,95000,66.0,28.0,19.0,24,24,2,Дарницкий,керамзитобетон,50.42015795,30.61159872
34247454,135000,78.8,46.1,11.2,9,18,2,Теремки-2,монолитно-каркасный,50.38990661,30.46517375
34247446,96000,54.3,28.0,17.0,14,17,2,Чоколовка,керамический блок,50.41481529,30.45607969
34247425,78500,40.0,18.5,7.0,4,9,1,Печерск,кирпич,50.43657712,30.54052612
34247415,250000,100.0,52.7,30.0,8,26,4,Дарницкий,монолитно-кирпичный,50.39729683,30.5996724
34247412,167000,76.0,40.0,20.0,4,7,1,Зверинец,кирпич,50.420135,30.553537
34247379,155000,55.8,20.0,10.0,13,23,1,Позняки,керамический блок,50.40205826,30.61267664
34145234,158134,139.4,73.4,25.8,1,5,3,Феофания,монолитно-каркасный,50.34545442,30.47799561
34145231,172467,145.7,76.7,27.0,1,5,3,Феофания,монолитно-каркасный,50.34545442,30.47799561
34145232,118497,92.3,48.6,17.1,1,5,2,Феофания,монолитно-каркасный,50.34545442,30.47799561
34145233,131846,85.7,45.1,15.9,1,5,2,Феофания,монолитно-каркасный,50.34545442,30.47799561
34247419,240000,155.8,85.8,17.2,27,29,4,Позняки,,50.40751665,30.63512934
34247376,77000,47.0,22.0,14.0,24,26,1,Дарницкий,монолітно-цегляний,50.40611533,30.67089509
34247375,74900,69.0,46.0,8.0,12,12,3,Святошинский,панель,50.47073512,30.33322032
34247374,77000,47.0,22.0,14.0,24,26,1,Дарницкий,монолітно-цегляний,50.40611533,30.67089509
34247371,77000,47.0,22.0,14.0,24,26,1,Дарницкий,монолітно-цегляний,50.40611533,30.67089509
34247369,77000,47.0,22.0,14.0,24,26,1,Дарницкий,монолітно-цегляний,50.40611533,30.67089509
34247373,74900,69.0,46.0,8.0,12,12,3,Святошинский,панель,50.47073512,30.33322032
34247368,74900,69.0,46.0,8.0,12,12,3,Святошинский,панель,50.47073512,30.33322032
34247365,74900,69.0,46.0,8.0,12,12,3,Святошинский,панель,50.47073512,30.33322032
34247366,74900,69.0,46.0,8.0,12,12,3,Святошинский,панель,50.47073512,30.33322032
34247370,77000,47.0,22.0,14.0,24,26,1,Дарницкий,монолітно-цегляний,50.40611533,30.67089509
34247372,77000,47.0,22.0,14.0,24,26,1,Дарницкий,монолітно-цегляний,50.40611533,30.67089509
34247367,74900,69.0,46.0,8.0,12,12,3,Святошинский,панель,50.47073512,30.33322032
34247380,250000,80.0,56.0,15.0,21,26,2,Никольская Слободка,монолитно-кирпичный,50.46069958,30.58422839
34247355,90000,41.0,21.6,8.0,2,5,2,Зверинец,кирпич,50.41723007,30.55500513
34247403,95000,44.0,23.2,11.0,2,24,1,Академгородок,керамический блок,50.47100766,30.36302125
34220436,75000,53.0,40.0,9.0,3,12,2,Виноградарь,панель,50.5091865,30.41255118
34247382,65000,33.0,17.4,10.0,12,13,2,Шулявка,панель,50.44964424,30.42125257
34247362,240000,155.8,85.8,17.2,27,29,4,Позняки,,50.40826374,30.63511188
34247039,462000,132.0,51.0,30.0,18,23,4,Саперное Поле,керамический кирпич,50.41976824,30.52673565
34247344,235000,104.0,57.4,11.2,4,25,3,Солдатская Слободка,кирпич,50.45482259,30.48680535
34247340,57000,33.0,15.0,7.0,8,9,1,Сырец,панель,50.47655848,30.43494771
34247337,105000,68.8,40.0,9.6,13,14,3,Новое строение,кирпич,50.4157769,30.52092188
34247288,52700,33.4,23.8,5.0,4,6,1,Беличи,газоблок,50.46559725,30.33548802
34247304,125000,78.0,48.0,11.5,3,12,2,Турецкий городок,монолитно-каркасный,50.41573695,30.4633614
34247233,139900,75.28,39.6,18.0,24,25,2,Приорка,панель,50.51069995,30.46646556
34247156,115000,50.0,26.3,9.3,6,19,1,Соломянка,кирпич,50.4339793,30.47864116
34247289,250000,56.1,18.5,22.6,18,21,1,Черепанова гора,,50.41629403,30.52557448
34247294,223000,71.0,30.0,30.0,22,25,2,Саперное Поле,кирпич,50.41667046,30.53052041
34247263,68000,69.7,42.0,7.0,5,9,3,Деснянский,панель,50.50944013,30.61103483
34240177,137000,83.7,44.3,19.2,7,13,2,Голосеевский,монолитно-кирпичный,50.38569275015896,30.46280637235323
34247273,55000,36.0,19.0,8.0,1,16,1,Виноградарь,кирпич,50.5122051,30.4131798
34247277,130000,56.1,15.3,23.4,20,34,1,Шулявка,монолит,50.4470615,30.48661161
34246976,450000,36.0,19.0,6.7,11,25,1,Осокорки,,50.38986502,30.62566577
34247022,89500,75.0,35.0,19.0,16,18,2,Позняки,монолитно-каркасный,50.40371616,30.63018464
34247292,82000,53.0,27.9,10.0,2,18,2,Новобеличи,панель,50.47805991,30.33925843
34246989,77000,41.8,17.4,9.0,12,25,1,Осокорки,монолитно-каркасный,50.39025886,30.62642788
34246093,90000,74.0,42.0,12.0,7,7,3,Осокорки,панель,50.38949732,30.63127773
34247214,299000,75.0,60.0,20.0,2,22,3,Лукьяновка,кирпич,50.46599906,30.46171526
34239210,300000,48.5,18.3,13.3,10,18,1,Черная Гора,монолитно-каркасный,50.41271195,30.54562625
34247102,210000,133.0,83.0,14.2,21,26,4,Позняки,кирпич,50.39988776,30.61854695
34156583,73000,58.5,38.0,10.8,5,5,2,Быковня,газоблок,50.47906685,30.67169752
34247257,79500,40.0,21.1,7.6,6,9,1,Беличи,панель,50.46325257,30.35093295
34247125,76000,36.5,19.2,8.5,12,25,1,Осокорки,железобетон,50.3905768,30.63036067
34247167,52000,52.6,27.7,8.0,9,9,2,Харьковский Массив,панель,50.40825153,30.66437786
34246985,97500,76.0,36.0,12.0,11,25,2,Троещина,панель,50.53217717,30.62707623
34247203,350000,135.5,47.5,68.9,5,17,3,Печерск,монолит,50.4118681,30.54564221
34247199,350000,135.5,47.5,68.9,5,17,3,Печерск,монолит,50.4118681,30.54564221
34247198,280000,88.8,41.0,27.0,11,24,2,Черная Гора,кирпич,50.40849752,30.54200733
34247196,280000,88.8,41.0,27.0,11,24,2,Черная Гора,кирпич,50.40849752,30.54200733
34247197,280000,88.8,41.0,27.0,11,24,2,Черная Гора,кирпич,50.40849752,30.54200733
34247195,280000,88.8,41.0,27.0,11,24,2,Черная Гора,кирпич,50.40849752,30.54200733
34247193,280000,88.8,41.0,27.0,11,24,2,Черная Гора,кирпич,50.40849752,30.54200733
34247194,280000,88.8,41.0,27.0,11,24,2,Черная Гора,кирпич,50.40849752,30.54200733
34247106,111900,42.0,13.0,21.0,24,25,1,Подольский,железобетон,50.50378773,30.40908037
34247104,168000,78.0,34.0,17.0,16,21,2,Подольский,кирпич,50.49887497,30.42405525
34247185,500000,150.0,70.0,15.0,6,23,3,Черная Гора,кирпич,50.4092972,30.5438913
34247184,500000,150.0,70.0,15.0,6,23,3,Черная Гора,кирпич,50.4092972,30.5438913
34247183,500000,150.0,70.0,15.0,6,23,3,Черная Гора,кирпич,50.4092972,30.5438913
34247180,500000,150.0,70.0,15.0,6,23,3,Черная Гора,кирпич,50.4092972,30.5438913
34247179,500000,150.0,70.0,15.0,6,23,3,Черная Гора,кирпич,50.4092972,30.5438913
34247178,500000,150.0,70.0,15.0,6,23,3,Черная Гора,кирпич,50.4092972,30.5438913
34246990,170000,70.0,45.0,13.0,12,17,2,Паньковщина,кирпич,50.43766006,30.4998081
34247154,69999,42.0,22.1,10.0,4,4,2,Беличи,панель,50.46557139,30.33580698
34247065,68000,45.4,23.9,5.3,8,8,2,Днепровский,панель,50.43733301,30.63081684
34247067,114900,63.55,33.5,11.8,4,9,3,Оболонский,кирпич,50.50190647,30.50540827
34247066,95000,64.0,33.7,7.0,2,9,3,Оболонский,кирпич,50.50116838,30.5061272
34234086,216000,115.5,52.4,22.2,24,25,3,Соломянка,кирпич,50.43594949,30.47864128
34240042,214000,133.5,85.5,24.0,14,26,4,Зверинец,монолитно-каркасный,50.40509686,30.5529998
34231610,48000,42.0,22.0,8.0,5,5,2,Вышгородский Массив,кирпич,50.51656486,30.45020754
34247126,49000,30.0,18.0,7.0,1,9,1,Оболонь,панель,50.51713246,30.49761353
34247117,250000,56.1,18.5,22.6,18,19,1,Саперное Поле,,50.41629403,30.52557448
34245951,58000,30.94,18.7,5.6,4,5,1,Отрадный,панель,50.44605347,30.41999155
34242858,56000,51.4,16.8,13.1,1,9,1,Оболонь,панель,50.50879095,30.48577124
34247007,250000,56.1,18.5,22.6,18,21,1,Саперное Поле,кирпич,50.41624191,30.52623421
34242817,70000,66.1,39.6,7.2,7,12,3,Северно-Броварский Масив,панель,50.458458,30.61076008
34247014,132000,68.0,42.0,10.0,1,16,3,Оболонь,панель,50.49375659,30.51664054
34245432,440000,118.0,65.0,30.0,4,8,4,Подол,кирпич,50.45789843,30.51081756
34241769,115000,90.4,38.4,19.9,18,28,2,Позняки,,50.40016917,30.62833816
34246968,250000,56.1,18.5,22.6,18,19,1,Черепанова гора,,50.41624191310449,30.52623420507973
34246982,91500,97.0,46.0,12.0,17,22,3,Позняки,панель,50.41638075,30.62933533
34246978,129000,64.5,34.0,11.9,13,17,2,Демеевка,кирпич,50.40612972,30.50957643
34246859,214000,133.5,85.5,24.0,14,26,4,Зверинец,монолитно-каркасный,50.40519616,30.55267483
34246950,130000,89.5,47.1,15.4,23,25,2,Березняки,монолит,50.42651132,30.60332718
34239890,630000,93.5,34.5,27.2,18,34,2,Саперное Поле,кирпич,50.41982184,30.53335514
34234238,120000,51.6,15.74,24.09,8,25,1,Кудрявец,монолитно-каркасный,50.462003,30.49118435
34239088,160000,92.7,48.8,27.0,19,25,3,Подольский,,50.50517957,30.41148193
34239335,430000,182.8,103.5,20.0,7,13,4,Печерск,кирпич,50.42445351,30.54467372
34235172,79000,63.2,43.0,7.6,5,9,3,Святошинский,кирпич,50.47350164,30.33644366
34246835,155000,60.0,43.0,8.0,7,14,2,Печерск,кирпич,50.43868205,30.54519102
34246845,530000,84.0,40.0,20.0,24,34,2,Саперное Поле,кирпич,50.41982184,30.53335514
34246823,75000,41.0,21.6,7.3,20,25,1,Осокорки,панель,50.39025886,30.62642788
34238430,119000,37.0,23.8,1.9,19,30,1,Черная Гора,монолитно-каркасный,50.41148566,30.54447445
34246777,130000,58.0,22.0,14.0,2,26,2,Теличка,газоблок,50.39294781,30.55786044
34246808,159900,90.0,50.0,18.0,3,30,2,Черная Гора,монолитно-кирпичный,50.41148566,30.54447445
34246804,370000,67.0,20.0,22.0,20,34,1,Саперное Поле,кирпич,50.41982184,30.53335514
34241685,72000,51.0,18.0,10.0,25,25,1,Подольский,газоблок,50.49788389,30.42698461
34246801,55000,45.0,23.7,6.0,8,9,2,Новобеличи,панель,50.46859579,30.33133225
34246794,198700,125.0,68.0,16.0,3,14,4,,кирпич,50.39456117,30.64640227
34246770,115000,75.0,45.0,9.0,8,12,3,Беличи,панель,50.46788787,30.33322566
34246749,110000,87.1,48.0,15.0,11,12,4,Теремки-1,панель,50.36271845,30.46197638
34246728,89000,60.21,23.19,19.2,14,15,2,Соломенский,кирпич,50.41452807,30.45603087
34246723,90000,47.0,24.0,5.0,3,5,3,Соломенский,кирпич,50.43463231,30.45005591
34246724,89000,62.3,31.0,9.0,1,10,2,Шевченковский,кирпич,50.4581277,30.4606098
34246722,2855000,19.5,14.0,6.0,13,15,1,Голосеевский,кирпич,50.39421371,30.47291931
34246708,3600000,59.0,30.0,6.0,4,5,3,Соломенский,кирпич,50.42577341,30.41889397
34246710,1850000,33.0,17.0,7.5,1,9,1,Святошинский,кирпич,50.43782241,30.37935035
34246711,79000,52.3,56.0,21.7,25,25,1,Соломенский,кирпич,50.42320285,30.45493548
34246712,75000,51.0,26.0,13.5,4,4,1,Шевченковский,кирпич,50.47090263,30.40660406
34246785,170000,90.0,63.0,18.0,9,9,3,Жуляны,газоблок,50.39722556,30.46899192
34246695,235000,71.0,48.0,15.0,18,25,2,Соломенский,монолітно-цегляний,50.43514125,30.47692731
34246697,196000,76.0,48.0,13.0,3,8,2,Соломенский,монолітно-цегляний,50.43550043,30.47842313
34246696,99000,57.0,32.0,13.0,1,16,2,Дарницкий,монолітно-цегляний,50.40662913,30.62249554
34246698,82000,55.0,38.0,7.0,3,5,3,Шевченковский,цегла,50.46170627,30.41139736
34246699,210000,82.0,48.0,22.0,12,26,2,Печерский,монолітно-цегляний,50.40519616,30.55267483
34246694,210000,82.0,48.0,22.0,12,26,2,Печерский,монолітно-цегляний,50.40519616,30.55267483
34246691,210000,82.0,48.0,22.0,12,26,2,Печерский,монолітно-цегляний,50.40519616,30.55267483
34246686,196000,76.0,48.0,13.0,3,8,2,Соломенский,монолітно-цегляний,50.43550043,30.47842313
34246688,196000,76.0,48.0,13.0,3,8,2,Соломенский,монолітно-цегляний,50.43550043,30.47842313
34246690,210000,82.0,48.0,22.0,12,26,2,Печерский,монолітно-цегляний,50.40519616,30.55267483
34246684,196000,76.0,48.0,13.0,3,8,2,Соломенский,монолітно-цегляний,50.43550043,30.47842313
34246692,210000,82.0,48.0,22.0,12,26,2,Печерский,монолітно-цегляний,50.40519616,30.55267483
34246687,196000,76.0,48.0,13.0,3,8,2,Соломенский,монолітно-цегляний,50.43550043,30.47842313
34246689,210000,82.0,48.0,22.0,12,26,2,Печерский,монолітно-цегляний,50.40519616,30.55267483
34246685,196000,76.0,48.0,13.0,3,8,2,Соломенский,монолітно-цегляний,50.43550043,30.47842313
34246683,235000,71.0,48.0,15.0,18,25,2,Соломенский,монолітно-цегляний,50.43514125,30.47692731
34246782,25000,25.8,13.6,4.8,3,5,1,Отрадный,кирпич,50.4324189,30.43359595
34246682,82000,55.0,38.0,7.0,3,5,3,Шевченковский,цегла,50.46170627,30.41139736
34246681,82000,55.0,38.0,7.0,3,5,3,Шевченковский,цегла,50.46170627,30.41139736
34246680,82000,55.0,38.0,7.0,3,5,3,Шевченковский,цегла,50.46170627,30.41139736
34246550,90000,41.5,18.0,9.0,19,24,1,Оболонь,керамический блок,50.52640772,30.50017226
34246595,59000,70.0,42.0,7.0,7,9,3,Троещина,панель,50.50337961,30.60162921
34243830,117500,44.0,23.2,25.0,14,25,1,Подольский,газоблок,50.50276576,30.40827602
34246491,96000,72.0,27.0,17.7,7,26,2,Подольский,газоблок,50.49305654,30.41904835
34246534,119000,40.0,11.0,21.0,30,33,1,Дарницкий,монолитно-каркасный,50.39489769,30.60386192
34246536,60000,34.7,18.3,8.4,6,16,1,Беличи,кирпич,50.45560914,30.34229696
34245547,150000,105.0,64.0,18.0,14,17,3,Теремки-2,монолитно-каркасный,50.37950951,30.46269828
34246521,130000,50.2,20.0,16.0,7,15,1,Голосеевский,кирпич,50.39312036,30.49155572
34246544,39800,26.0,18.95,4.0,3,4,1,Беличи,кирпич,50.46649,30.34057
34246462,650000,103.0,40.0,35.0,5,30,3,Черная Гора,кирпич,50.40845113,30.54383655
34246500,73000,45.5,29.6,8.1,5,5,2,Ветряные Горы,кирпич,50.51306164,30.43839473
34246476,185000,100.0,50.0,22.0,6,6,3,Голосеевский,кирпич,50.34974176,30.47469829
34226830,86000,43.1,22.7,6.8,5,9,2,Лесной Массив,панель,50.476268,30.628602
34246518,1850000,33.0,17.4,7.5,1,9,1,Борщаговка,панель,50.43782241,30.37935035
34246478,160000,40.0,21.1,10.0,11,21,1,Черепанова гора,кирпич,50.41624191,30.52623421
34220255,129900,140.1,113.0,13.3,10,10,4,Академгородок,кирпич,50.45985226,30.35915697
34246479,125000,39.0,20.5,11.0,13,23,1,Шулявка,железобетон,50.45139567,30.46818017
34246459,90000,78.39,41.3,8.5,13,16,3,Троещина,панель,50.52623699,30.60742661
34246470,131000,42.0,28.0,15.0,8,21,1,Голосеев,монолитно-каркасный,50.39550051,30.47400017
